episode_id	micro_scene_id	life_domain	governed_scene_family	discourse_family	five_w_one_h	target_relations	support_language	review_status	source_fact_lineage	passage
U04-NEB-E070	U04-NEB-MS24	FOOD	KITCHEN_DINING	DAILY_ROUTINE	WHO,WHAT,WHERE,WHEN	at,inside,between,behind	and,next to,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	Ethan at lunch table; sandwich inside box; apple next to box; drink between apple and spoon; jacket behind chair	Ethan is at the lunch table. A sandwich is inside his lunch box, and an apple is next to it. His drink is between the apple and a spoon, while his jacket is behind the chair.
U04-NEB-E071	U04-NEB-MS24	FOOD	KITCHEN_DINING	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	inside,behind	because,and,next to	PASS_GPT5_6_SOL_DIRECT_REVIEW	sandwich inside box; apple next to box; jacket behind chair	Ethan opens his lunch box because he is hungry. The sandwich is inside the lunch box, and the apple is next to it. He looks behind the chair and sees his jacket there.
U04-NEB-E072	U04-NEB-MS24	FOOD	KITCHEN_DINING	CHOICE	WHO,WHAT,WHERE,WHY	inside,between	and,next to,later	PASS_GPT5_6_SOL_DIRECT_REVIEW	sandwich inside box; apple next to box; drink between apple and spoon	Ethan decides what to eat first. The sandwich is inside the lunch box, and the apple is next to it. His drink is between the apple and the spoon, ready for later.
U04-NEB-E073	U04-NEB-MS25	CLOTHES	CLOTHING_PERSONAL_ITEMS	GETTING_READY	WHO,WHAT,WHERE,WHEN,WHY	in,on,under,inside,behind	get ready,and,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	Chloe in bedroom; sweater on bed; shoes under chair; scarf inside drawer; coat behind door	Chloe is in her bedroom getting ready to go out. Her sweater is on the bed, and her shoes are under a chair. The scarf is inside a drawer, while her coat is behind the door.
U04-NEB-E074	U04-NEB-MS25	CLOTHES	CLOTHING_PERSONAL_ITEMS	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	on,under,inside,behind	and,then	PASS_GPT5_6_SOL_DIRECT_REVIEW	sweater on bed; shoes under chair; scarf inside drawer; coat behind door	Chloe cannot find her scarf. Her sweater is on the bed, and her shoes are under the chair. Then she opens a drawer and finds the scarf inside it. Her coat is behind the door.
U04-NEB-E075	U04-NEB-MS25	CLOTHES	CLOTHING_PERSONAL_ITEMS	SIMPLE_SEQUENCE	WHO,WHAT,WHERE,HOW	on,inside,under,behind	and,then	PASS_GPT5_6_SOL_DIRECT_REVIEW	sweater on bed; scarf inside drawer; shoes under chair; coat behind door	Chloe gets dressed one thing at a time. She takes the sweater from the bed and the scarf from inside the drawer. Then she gets her shoes from under the chair and her coat from behind the door.
U04-NEB-E076	U04-NEB-MS26	CLOTHES	CLOTHING_PERSONAL_ITEMS	DEPARTURE	WHO,WHAT,WHERE,WHEN,WHY	at,on,under,inside,near	and,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	Ryan at front door; coat on hook; shoes under bench; cap inside backpack; umbrella near door	Ryan is at the front door, ready to leave. His coat is on a hook, and his shoes are under a bench. His cap is inside the backpack, while an umbrella is near the door.
U04-NEB-E077	U04-NEB-MS26	CLOTHES	CLOTHING_PERSONAL_ITEMS	GETTING_READY	WHO,WHAT,WHERE,WHY,HOW	on,under,inside,near	before,and	PASS_GPT5_6_SOL_DIRECT_REVIEW	coat on hook; shoes under bench; cap inside backpack; umbrella near door	Ryan checks his things before he goes outside. He takes the coat from the hook and finds his shoes under the bench. His cap is inside the backpack, and the umbrella is near the door.
U04-NEB-E078	U04-NEB-MS26	CLOTHES	CLOTHING_PERSONAL_ITEMS	MEMORY_RECALL	WHO,WHAT,WHERE,HOW	on,under,inside,near	and,also,remember	PASS_GPT5_6_SOL_DIRECT_REVIEW	coat on hook; shoes under bench; cap inside backpack; umbrella near door	Ryan remembers where everything is. The coat is on the hook, the shoes are under the bench, and the cap is inside his backpack. He also knows the umbrella is near the door.
U04-NEB-E079	U04-NEB-MS27	CLOTHES	CLOTHING_PERSONAL_ITEMS	TIDYING_UP	WHO,WHAT,WHERE,WHY,HOW	in,inside,on,between,under	and,while,put away	PASS_GPT5_6_SOL_DIRECT_REVIEW	Mum in laundry room; shirts inside basket; socks on shelf; towel between shirts; empty basket under table	Mum is in the laundry room putting clothes away. Clean shirts are inside a basket, and the socks are on a shelf. A towel is between two shirts, while an empty basket is under the table.
U04-NEB-E080	U04-NEB-MS27	CLOTHES	CLOTHING_PERSONAL_ITEMS	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	inside,on,between,under	look for,and,already	PASS_GPT5_6_SOL_DIRECT_REVIEW	shirts inside basket; socks on shelf; towel between shirts; basket under table	Mum is looking for a towel. She checks the basket with the clean shirts inside it and finds the towel between two of them. The socks are already on the shelf, and an empty basket is under the table.
U04-NEB-E081	U04-NEB-MS27	CLOTHES	CLOTHING_PERSONAL_ITEMS	SIMPLE_SEQUENCE	WHO,WHAT,WHERE,HOW	inside,on,under	first,then,and	PASS_GPT5_6_SOL_DIRECT_REVIEW	shirts inside basket; socks on shelf; empty basket under table	Mum finishes the laundry. First, she puts the clean shirts inside the basket. Then she puts the socks on the shelf and slides the empty basket under the table.
U04-NEB-E082	U04-NEB-MS28	TOYS	HOME_BEDROOM_LIVING	SCENE_DESCRIPTION	WHO,WHAT,WHERE	in,on,inside,under,between	and,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	Daniel in playroom; train on floor; bear inside box; puzzle under table; cars between train and box	Daniel is in the playroom. A train is on the floor, and a teddy bear is inside the toy box. A puzzle is under the table, while two cars are between the train and the box.
U04-NEB-E083	U04-NEB-MS28	TOYS	HOME_BEDROOM_LIVING	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	on,inside,under	and	PASS_GPT5_6_SOL_DIRECT_REVIEW	train on floor; bear inside box; puzzle under table	Daniel wants to finish his puzzle. The train is on the floor, and the teddy bear is inside the toy box. He looks under the table and finds the puzzle there.
U04-NEB-E084	U04-NEB-MS28	TOYS	HOME_BEDROOM_LIVING	TIDYING_UP	WHO,WHAT,WHERE,WHY,HOW	on,inside,under,between	but,still,and	PASS_GPT5_6_SOL_DIRECT_REVIEW	bear inside box; train on floor; cars between train and box; puzzle under table	Daniel is putting the toys away. He puts the teddy bear inside the toy box, but the train is still on the floor. Two cars are between the train and the box, and the puzzle is under the table.
U04-NEB-E085	U04-NEB-MS29	TOYS	HOME_BEDROOM_LIVING	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	near,inside,behind,under,on	but,and,look for	PASS_GPT5_6_SOL_DIRECT_REVIEW	Liam near toy box; blocks inside box; robot behind box; ball under chair; plane on shelf	Liam is near the toy box looking for his robot. The building blocks are inside the box, but the robot is behind it. A ball is under the chair, and a toy plane is on the shelf.
U04-NEB-E086	U04-NEB-MS29	TOYS	HOME_BEDROOM_LIVING	MEMORY_RECALL	WHO,WHAT,WHERE,HOW	on,under,inside,behind	and,then,remember	PASS_GPT5_6_SOL_DIRECT_REVIEW	plane on shelf; ball under chair; blocks inside box; robot behind box	Liam tries to remember where he left his toys. The plane is on the shelf, the ball is under the chair, and the blocks are inside the toy box. Then he remembers that the robot is behind the box.
U04-NEB-E087	U04-NEB-MS29	TOYS	HOME_BEDROOM_LIVING	GIVING_LOCATION	WHO,WHAT,WHERE	inside,behind,on,under	and,nearby	PASS_GPT5_6_SOL_DIRECT_REVIEW	blocks inside box; robot behind box; plane on shelf; ball under chair	Liam tells his sister where the toys are. The blocks are inside the box, the robot is behind it, and the plane is on the shelf. The ball is under the chair nearby.
U04-NEB-E088	U04-NEB-MS30	TOYS	SPORTS_PLAY	PLAYING_GAME	WHO,WHAT,WHERE,HOW	at,between,on,inside	and,while,in front of	PASS_GPT5_6_SOL_DIRECT_REVIEW	Amy and Jay at play table; red block between blue blocks; house on table; blocks inside box; car in front of house	Amy and Jay are at the play table building a small town. A red block is between two blue blocks, and the toy house is on the table. Extra blocks are inside a box, while a small car is in front of the house.
U04-NEB-E089	U04-NEB-MS30	TOYS	SPORTS_PLAY	SIMPLE_SEQUENCE	WHO,WHAT,WHERE,HOW	between,on	first,then,and,in front of	PASS_GPT5_6_SOL_DIRECT_REVIEW	red block between blue blocks; house on table; car in front of house	Amy and Jay build the scene step by step. First, they put the toy house on the table. Then they place the red block between two blue blocks and the car in front of the house.
U04-NEB-E090	U04-NEB-MS30	TOYS	SPORTS_PLAY	CHOICE	WHO,WHAT,WHERE,WHY	inside,between	but,already,in front of	PASS_GPT5_6_SOL_DIRECT_REVIEW	blocks inside box; red block between blue blocks; car in front of house	The children need one more block for the game. Extra blocks are inside the box, but the red block is already between two blue ones. The small car is in front of the toy house.
U04-NEB-E091	U04-NEB-MS31	ANIMALS	PETS_FARM_ZOO	DAILY_ROUTINE	WHO,WHAT,WHERE,WHEN,WHY	in,inside,near,behind	and,with,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	Sophie in living room; rabbit inside pen; bowl near pen; toy inside pen; cat behind sofa	Sophie is in the living room checking her pets. The rabbit is inside its pen, and a food bowl is near the pen. A toy is inside the pen with the rabbit, while the cat is behind the sofa.
U04-NEB-E092	U04-NEB-MS31	ANIMALS	PETS_FARM_ZOO	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	inside,near,behind	at first,and,then	PASS_GPT5_6_SOL_DIRECT_REVIEW	rabbit inside pen; bowl near pen; cat behind sofa	Sophie cannot see the cat at first. The rabbit is inside its pen, and the food bowl is near the pen. Then Sophie looks behind the sofa and finds the cat there.
U04-NEB-E093	U04-NEB-MS31	ANIMALS	PETS_FARM_ZOO	PICTURE_OBSERVATION	WHO,WHAT,WHERE	inside,behind,near	and,but	PASS_GPT5_6_SOL_DIRECT_REVIEW	rabbit and toy inside pen; cat behind sofa; bowl near pen	The pet corner has two different spaces. The rabbit and its toy are inside the pen, but the cat is behind the sofa. The food bowl is near the pen.
U04-NEB-E094	U04-NEB-MS32	ANIMALS	PETS_FARM_ZOO	ARRIVAL	WHO,WHAT,WHERE,WHEN	at,in,near,between	and,while,in front of	PASS_GPT5_6_SOL_DIRECT_REVIEW	family at zoo; monkeys in enclosure; keeper in front of enclosure; sign near gate; bench between trees	A family is at the zoo for the morning. Two monkeys are in an enclosure, and a keeper is in front of it. A sign is near the gate, while a bench is between two trees.
U04-NEB-E095	U04-NEB-MS32	ANIMALS	PETS_FARM_ZOO	PICTURE_OBSERVATION	WHO,WHAT,WHERE	in,between,near	and,in front of	PASS_GPT5_6_SOL_DIRECT_REVIEW	monkeys in enclosure; keeper in front of gate; bench between trees near path	The family stops to watch the monkeys. The animals are in the enclosure, and the keeper is in front of the gate. A bench between two trees is near the path.
U04-NEB-E096	U04-NEB-MS32	ANIMALS	PETS_FARM_ZOO	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	near,between	and,look around	PASS_GPT5_6_SOL_DIRECT_REVIEW	sign near gate; bench between trees; monkey enclosure nearby	The family wants a place to sit. They see a sign near the gate and look around. A bench is between two trees, not far from the monkey enclosure.
U04-NEB-E097	U04-NEB-MS33	ANIMALS	PETS_FARM_ZOO	SCENE_DESCRIPTION	WHO,WHAT,WHERE	at,inside,behind,near,between	and,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	Ben and Mia at farm; goats inside field; tractor behind barn; bucket near gate; chickens between barn and fence	Ben and Mia are at a farm. Two goats are inside a small field, and a tractor is behind the barn. A bucket is near the gate, while three chickens are between the barn and the fence.
U04-NEB-E098	U04-NEB-MS33	ANIMALS	PETS_FARM_ZOO	PICTURE_OBSERVATION	WHO,WHAT,WHERE	inside,behind,between,near	and	PASS_GPT5_6_SOL_DIRECT_REVIEW	goats inside field; chickens between barn and fence; tractor behind barn; bucket near gate	The children look across the farm. The goats are inside the field, and the chickens are between the barn and the fence. The tractor is behind the barn, and a bucket is near the gate.
U04-NEB-E099	U04-NEB-MS33	ANIMALS	PETS_FARM_ZOO	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	inside,behind,near	look for,and,then	PASS_GPT5_6_SOL_DIRECT_REVIEW	goats inside field; tractor behind barn; bucket near gate	Mia is looking for the bucket. She sees the goats inside the field and the tractor behind the barn. Then Ben points to the bucket near the gate.
U04-NEB-E100	U04-NEB-MS34	DAILY_ROUTINE	HOME_BEDROOM_LIVING	GETTING_READY	WHO,WHAT,WHERE,WHEN,WHY,HOW	at,on,under,inside,near	get ready,and,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	James at front door; bag on chair; shoes under chair; lunch box inside bag; coat near door	James is at the front door getting ready for school. His school bag is on a chair, and his shoes are under it. The lunch box is inside the bag, while his coat is near the door.
U04-NEB-E101	U04-NEB-MS34	DAILY_ROUTINE	HOME_BEDROOM_LIVING	SIMPLE_SEQUENCE	WHO,WHAT,WHERE,WHEN,HOW	on,under,inside	before,first,then,and	PASS_GPT5_6_SOL_DIRECT_REVIEW	bag on chair; shoes under chair; lunch box inside bag	James checks everything before he leaves. First, he takes the shoes from under the chair. Then he picks up the bag from the chair and checks that the lunch box is inside the bag.
U04-NEB-E102	U04-NEB-MS34	DAILY_ROUTINE	HOME_BEDROOM_LIVING	PROBLEM_SOLUTION	WHO,WHAT,WHERE,WHY,HOW	on,under,near	but,and,then	PASS_GPT5_6_SOL_DIRECT_REVIEW	bag on chair; shoes under chair; coat near door	James is ready to go, but he cannot see his coat. His bag is on the chair and his shoes are under it. Then he notices the coat near the door and puts it on.
U04-NEB-E103	U04-NEB-MS35	DAILY_ROUTINE	HOME_BEDROOM_LIVING	ARRIVAL	WHO,WHAT,WHERE,WHEN	at,on,near,inside,under	after,and,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	Lucy at home; backpack on chair; shoes near door; homework book inside backpack; cat under table	Lucy is at home after school. Her backpack is on a chair, and her shoes are near the door. Her homework book is inside the backpack, while the family cat is under the table.
U04-NEB-E104	U04-NEB-MS35	DAILY_ROUTINE	HOME_BEDROOM_LIVING	DAILY_ROUTINE	WHO,WHAT,WHERE,WHEN,WHY	on,near,inside,under	after,and,while	PASS_GPT5_6_SOL_DIRECT_REVIEW	backpack on chair; shoes near door; homework book inside backpack; cat under table	After school, Lucy puts her backpack on a chair and leaves her shoes near the door. Her homework book stays inside the bag. The cat waits under the table while she gets a drink.
U04-NEB-E105	U04-NEB-MS35	DAILY_ROUTINE	HOME_BEDROOM_LIVING	FINDING_SOMETHING	WHO,WHAT,WHERE,WHY,HOW	on,inside,under	inside,and,so,nearby	PASS_GPT5_6_SOL_DIRECT_REVIEW	backpack on chair; homework book inside backpack; cat under table	Lucy needs her homework book. Her backpack is on the chair, so she opens it. The book is inside the bag, and the cat is under the table nearby.
U04-NEB-E106	U04-NEB-MS36	DAILY_ROUTINE	HOME_BEDROOM_LIVING	DAILY_ROUTINE	WHO,WHAT,WHERE,WHEN	in,on,under,near	and,while,at bedtime	PASS_GPT5_6_SOL_DIRECT_REVIEW	Olivia in bedroom; book on bedside table; slippers under bed; night light near bed; school clothes on chair	Olivia is in her bedroom at bedtime. A book is on the bedside table, and her slippers are under the bed. A night light is near the bed, while her school clothes are on a chair for the morning.
U04-NEB-E107	U04-NEB-MS36	DAILY_ROUTINE	HOME_BEDROOM_LIVING	GETTING_READY	WHO,WHAT,WHERE,WHEN,WHY	on,under	get ready,and,morning	PASS_GPT5_6_SOL_DIRECT_REVIEW	book on bedside table; slippers under bed; school clothes on chair	Olivia is getting ready to sleep. She leaves her book on the bedside table and puts her slippers under the bed. Her school clothes are on a chair, ready for the morning.
U04-NEB-E108	U04-NEB-MS36	DAILY_ROUTINE	HOME_BEDROOM_LIVING	SIMPLE_SEQUENCE	WHO,WHAT,WHERE,WHEN,HOW	on,under,near	before,first,then,and	PASS_GPT5_6_SOL_DIRECT_REVIEW	book on bedside table; slippers under bed; night light near bed	Before bed, Olivia checks her room. First, she puts the book on the bedside table. Then she places her slippers under the bed and looks at the night light near the bed.
